"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TMEM41A",0,2.70159982719424,0.571,0.076,0,"1","TMEM41A"
"PRSS22",0,6.3949704662735,0.506,0.012,0,"1","PRSS22"
"ATF5",0,1.98259621555652,0.664,0.17,0,"1","ATF5"
"MRPL14",0,1.81613955388149,0.803,0.31,0,"1","MRPL14"
"ABHD17C",0,3.49870918137505,0.534,0.041,0,"1","ABHD17C"
"BCAP31",0,1.86009157513524,0.807,0.314,0,"1","BCAP31"
"HOOK1",0,3.30589245728141,0.517,0.024,0,"1","HOOK1"
"S100A9",0,4.36583400498854,0.61,0.117,0,"1","S100A9"
"C19orf33",0,7.35811409561735,0.498,0.005,0,"1","C19orf33"
"NDUFS6",0,1.94667874691901,0.802,0.31,0,"1","NDUFS6"
"GLRX3",0,1.60105520127626,0.657,0.165,0,"1","GLRX3"
"HMOX2",0,1.8460054462835,0.602,0.11,0,"1","HMOX2"
"PLD3",0,1.51849086344151,0.696,0.204,0,"1","PLD3"
"TRIB3",0,4.09160702886856,0.542,0.051,0,"1","TRIB3"
"EFHD2",0,2.2934062250757,0.866,0.375,0,"1","EFHD2"
"FAM3C",0,1.6369408100017,0.759,0.268,0,"1","FAM3C"
"CAPN1",0,2.24924134549117,0.589,0.099,0,"1","CAPN1"
"HSF1",0,1.80037821151497,0.603,0.115,0,"1","HSF1"
"MDK",0,2.04147902554323,0.623,0.135,0,"1","MDK"
"MT1F",0,2.46880349866332,0.563,0.075,0,"1","MT1F"
"MED8",0,1.95742045923138,0.687,0.2,0,"1","MED8"
"WWTR1",0,2.42100528743946,0.587,0.1,0,"1","WWTR1"
"MEA1",0,1.6615206499092,0.656,0.169,0,"1","MEA1"
"ESRP1",0,6.36128179993703,0.49,0.003,0,"1","ESRP1"
"PTS",0,1.67544662523262,0.653,0.166,0,"1","PTS"
"TMEM30B",0,4.9937733553738,0.494,0.007,0,"1","TMEM30B"
"MAGT1",0,1.80623548302288,0.649,0.162,0,"1","MAGT1"
"PTPRK",0,3.28035107326143,0.534,0.048,0,"1","PTPRK"
"GJA1",0,1.28962555026489,0.621,0.135,0,"1","GJA1"
"HEBP2",0,2.20397354602866,0.828,0.342,0,"1","HEBP2"
"UBE2V2",0,1.78737297368482,0.66,0.175,0,"1","UBE2V2"
"ITGB4",0,6.08256418175391,0.493,0.008,0,"1","ITGB4"
"ETFA",0,1.62085545025243,0.644,0.16,0,"1","ETFA"
"TMBIM1",0,2.00989418289205,0.664,0.181,0,"1","TMBIM1"
"RAB11FIP1",0,3.12592821792219,0.737,0.254,0,"1","RAB11FIP1"
"FRMD6",0,2.50010232347818,0.58,0.097,0,"1","FRMD6"
"ERO1A",0,2.51201658651568,0.862,0.379,0,"1","ERO1A"
"ZNF385A",0,2.33346715066311,0.562,0.08,0,"1","ZNF385A"
"TNFSF10",0,2.16006307573818,0.603,0.121,0,"1","TNFSF10"
"NDUFA9",0,1.80008234978808,0.606,0.124,0,"1","NDUFA9"
"MYOF",0,2.97141503678735,0.538,0.057,0,"1","MYOF"
"RHOD",0,4.00717818615574,0.52,0.039,0,"1","RHOD"
"CXCL1",0,1.8764966227571,0.577,0.098,0,"1","CXCL1"
"CENPX",0,1.69711695372284,0.642,0.163,0,"1","CENPX"
"CBLC",0,6.38221823601297,0.483,0.004,0,"1","CBLC"
"ANKRD37",0,2.52296234856148,0.763,0.285,0,"1","ANKRD37"
"PRRG4",0,3.16877922740023,0.52,0.042,0,"1","PRRG4"
"SLC39A4",0,2.35869019664647,0.565,0.087,0,"1","SLC39A4"
"BCL2L1",0,3.10425565521283,0.533,0.056,0,"1","BCL2L1"
"HSPB1",0,1.48715944592074,0.886,0.41,0,"1","HSPB1"
"DENND2C",0,4.04974636456225,0.508,0.032,0,"1","DENND2C"
"FAM110C",0,4.49920457655894,0.494,0.018,0,"1","FAM110C"
"EIF2B2",0,2.00718523681121,0.573,0.097,0,"1","EIF2B2"
"SHMT2",0,1.90314840647208,0.617,0.142,0,"1","SHMT2"
"TRAF4",0,1.82498515853785,0.594,0.119,0,"1","TRAF4"
"AMN1",0,2.97437554360261,0.521,0.047,0,"1","AMN1"
"FAT1",0,2.44748233717223,0.557,0.084,0,"1","FAT1"
"PPIC",0,1.93870333286497,0.584,0.111,0,"1","PPIC"
"PITX1",0,6.08522831585626,0.479,0.006,0,"1","PITX1"
"PTN",0,4.43758893613689,0.501,0.029,0,"1","PTN"
"HSD17B10",0,2.11729055689837,0.579,0.107,0,"1","HSD17B10"
"GOLPH3",0,1.68696546304899,0.601,0.13,0,"1","GOLPH3"
"PGM2",0,2.65189830699362,0.523,0.053,0,"1","PGM2"
"RAB5IF",0,2.08246927475031,0.885,0.415,0,"1","RAB5IF"
"CETN2",0,3.13184803024976,0.519,0.049,0,"1","CETN2"
"ZNF593",0,1.76980661644221,0.625,0.155,0,"1","ZNF593"
"BHLHE40",0,2.2464104727988,0.853,0.383,0,"1","BHLHE40"
"HCAR2",0,3.55414439388585,0.492,0.022,0,"1","HCAR2"
"GNG12",0,1.98669408464381,0.571,0.102,0,"1","GNG12"
"PLTP",0,1.83838843890266,0.593,0.124,0,"1","PLTP"
"MRPL51",0,1.81767012901969,0.818,0.35,0,"1","MRPL51"
"EIF2S2",0,1.80299400271337,0.833,0.365,0,"1","EIF2S2"
"GPC1",0,2.09199143820448,0.547,0.08,0,"1","GPC1"
"ABCC5",0,3.50752113790334,0.501,0.034,0,"1","ABCC5"
"POR",0,1.83334856919625,0.569,0.102,0,"1","POR"
"CRB3",0,5.50023622813472,0.475,0.008,0,"1","CRB3"
"TSPAN6",0,4.35615057918413,0.493,0.026,0,"1","TSPAN6"
"MTFR1",0,2.99287898696437,0.507,0.042,0,"1","MTFR1"
"ADIRF",0,3.46390867338891,0.518,0.053,0,"1","ADIRF"
"MNAT1",0,2.34649174817187,0.532,0.067,0,"1","MNAT1"
"AHNAK",0,1.70415754861758,0.857,0.392,0,"1","AHNAK"
"KLF4",0,2.07067788982858,0.561,0.097,0,"1","KLF4"
"EPHA2",0,4.45215389952851,0.489,0.025,0,"1","EPHA2"
"TIMMDC1",0,2.39780165112057,0.546,0.083,0,"1","TIMMDC1"
"LARP6",0,2.17762142738886,0.564,0.101,0,"1","LARP6"
"PTK2",0,1.93979612243516,0.565,0.103,0,"1","PTK2"
"MCTS1",0,1.97341521777061,0.585,0.123,0,"1","MCTS1"
"GPX2",0,7.24389014214986,0.465,0.004,0,"1","GPX2"
"RAD1",0,1.64761635961488,0.574,0.113,0,"1","RAD1"
"RSRC1",0,1.73881734347183,0.558,0.098,0,"1","RSRC1"
"PDIA6",0,2.6237790112529,0.905,0.445,0,"1","PDIA6"
"EEF1AKMT4",0,3.88520123305348,0.491,0.031,0,"1","EEF1AKMT4"
"MTLN",0,1.9898887031837,0.558,0.099,0,"1","MTLN"
"PRXL2A",0,2.90476525613272,0.504,0.045,0,"1","PRXL2A"
"CKS1B",0,2.42779428957354,0.567,0.108,0,"1","CKS1B"
"SLC25A4",0,1.72991830724961,0.573,0.114,0,"1","SLC25A4"
"NR1D1",0,2.52873207989018,0.545,0.087,0,"1","NR1D1"
"ACKR3",0,1.75680334932273,0.595,0.137,0,"1","ACKR3"
"LGALS3BP",0,2.16434860654297,0.573,0.115,0,"1","LGALS3BP"
"CYP2S1",0,4.25203758295512,0.475,0.017,0,"1","CYP2S1"
"HCAR3",0,3.23265203409843,0.481,0.025,0,"1","HCAR3"
"SNHG17",0,1.85597247270075,0.563,0.107,0,"1","SNHG17"
"ARTN",0,6.4185213283902,0.46,0.005,0,"1","ARTN"
"EXOSC4",0,2.37137999975774,0.537,0.082,0,"1","EXOSC4"
"BCAM",0,5.59108336071132,0.467,0.012,0,"1","BCAM"
"PALLD",0,1.90855663719819,0.565,0.11,0,"1","PALLD"
"GTF2H5",0,1.81508430826977,0.554,0.1,0,"1","GTF2H5"
"MYO10",0,2.44706606656521,0.538,0.084,0,"1","MYO10"
"CHCHD5",0,1.71598437161333,0.568,0.114,0,"1","CHCHD5"
"ISCA2",0,2.11995841906672,0.532,0.079,0,"1","ISCA2"
"RUVBL2",0,2.30620221444658,0.526,0.073,0,"1","RUVBL2"
"MANBAL",0,2.54162956937855,0.516,0.063,0,"1","MANBAL"
"CKB",0,1.76707205130673,0.564,0.111,0,"1","CKB"
"YWHAQ",0,1.5359741601509,0.863,0.411,0,"1","YWHAQ"
"SERINC2",0,1.91353415429109,0.571,0.119,0,"1","SERINC2"
"UNC5B-AS1",0,4.43656861476255,0.476,0.024,0,"1","UNC5B-AS1"
"SIX1",0,5.84187846699767,0.458,0.008,0,"1","SIX1"
"KRT13",0,7.42342096358777,0.463,0.013,0,"1","KRT13"
"TRIM2",0,4.59334016373245,0.47,0.02,0,"1","TRIM2"
"MIR4458HG",0,3.05419393244758,0.486,0.037,0,"1","MIR4458HG"
"RAB40B",0,4.39151711962551,0.475,0.026,0,"1","RAB40B"
"HIGD1A",0,1.96484701311951,0.536,0.089,0,"1","HIGD1A"
"PFDN2",0,2.05141961996715,0.899,0.453,0,"1","PFDN2"
"LINC01133",0,6.95721518516949,0.449,0.004,0,"1","LINC01133"
"TRIM16",0,3.04002388347078,0.487,0.042,0,"1","TRIM16"
"SERTAD3",0,1.65286154565006,0.547,0.103,0,"1","SERTAD3"
"DNTTIP1",0,1.99466647836395,0.547,0.103,0,"1","DNTTIP1"
"MBOAT2",0,3.47286707980077,0.487,0.044,0,"1","MBOAT2"
"TJP1",0,2.94368037798954,0.498,0.055,0,"1","TJP1"
"ARNTL2",0,3.1007453255536,0.493,0.051,0,"1","ARNTL2"
"EDN2",0,6.93657470319771,0.449,0.008,0,"1","EDN2"
"COMMD1",0,2.23731160180425,0.518,0.077,0,"1","COMMD1"
"MRPL19",0,1.58785232134499,0.553,0.113,0,"1","MRPL19"
"LAMC2",0,4.56629289120699,0.456,0.016,0,"1","LAMC2"
"KCNK1",0,2.46343222837615,0.508,0.068,0,"1","KCNK1"
"PPP1R14C",0,4.94766136719672,0.455,0.015,0,"1","PPP1R14C"
"ARG2",0,2.87336071285005,0.515,0.075,0,"1","ARG2"
"EPS8L1",0,5.52789530987661,0.454,0.014,0,"1","EPS8L1"
"PLXNB2",0,1.94428485941001,0.561,0.122,0,"1","PLXNB2"
"PDZD11",0,2.35220896576653,0.514,0.075,0,"1","PDZD11"
"FBLIM1",0,3.0379020770743,0.489,0.051,0,"1","FBLIM1"
"TNC",0,3.00390419594229,0.5,0.062,0,"1","TNC"
"TMEM106C",0,1.68787538259254,0.534,0.097,0,"1","TMEM106C"
"TMED10",0,1.8975688260077,0.849,0.412,0,"1","TMED10"
"DDIT4",0,2.89344247763485,0.894,0.458,0,"1","DDIT4"
"LYPD3",0,3.18516868414801,0.48,0.044,0,"1","LYPD3"
"ITPA",0,2.09084500416426,0.526,0.091,0,"1","ITPA"
"CDH3",0,6.58165807158265,0.436,0.003,0,"1","CDH3"
"CYB5R1",0,2.17392735566638,0.532,0.1,0,"1","CYB5R1"
"ANXA3",0,5.51289491256291,0.44,0.008,0,"1","ANXA3"
"ADGRG1",0,3.25633171059732,0.452,0.02,0,"1","ADGRG1"
"ST14",0,3.50383745865378,0.468,0.037,0,"1","ST14"
"GPR87",0,5.64741152058205,0.435,0.004,0,"1","GPR87"
"EI24",0,1.87776671364152,0.536,0.106,0,"1","EI24"
"NRN1",0,4.43529753496916,0.443,0.013,0,"1","NRN1"
"CPNE8",0,2.96918044891773,0.475,0.045,0,"1","CPNE8"
"PPP1R13L",0,3.045349505448,0.469,0.039,0,"1","PPP1R13L"
"MTCH2",0,1.62110928828585,0.532,0.103,0,"1","MTCH2"
"RRAS2",0,1.68210695094429,0.496,0.067,0,"1","RRAS2"
"THOC3",0,1.52112933093261,0.518,0.09,0,"1","THOC3"
"UPK3BL1",0,4.04012486902095,0.473,0.045,0,"1","UPK3BL1"
"KCTD11",0,2.88462396614993,0.474,0.046,0,"1","KCTD11"
"PPP4R1",0,1.89451297854006,0.505,0.077,0,"1","PPP4R1"
"PLPBP",0,1.62254742090051,0.518,0.092,0,"1","PLPBP"
"LGALS3",0,2.4369043829118,0.944,0.518,0,"1","LGALS3"
"CTNND1",0,2.20537415067203,0.517,0.092,0,"1","CTNND1"
"KIF21A",0,1.59540435601969,0.49,0.065,0,"1","KIF21A"
"ITGA6",0,3.94533971469454,0.46,0.036,0,"1","ITGA6"
"PHLDB2",0,3.10193927829359,0.46,0.036,0,"1","PHLDB2"
"ENOPH1",0,2.15387144470755,0.48,0.056,0,"1","ENOPH1"
"STON2",0,5.5624932437946,0.432,0.008,0,"1","STON2"
"EFNB1",0,2.3874576225991,0.494,0.07,0,"1","EFNB1"
"GCLC",0,2.37363748692482,0.478,0.056,0,"1","GCLC"
"SOWAHC",0,3.0773860661073,0.467,0.046,0,"1","SOWAHC"
"CLCA2",0,8.18913253515827,0.421,0.002,0,"1","CLCA2"
"MET",0,2.00826839098143,0.487,0.068,0,"1","MET"
"EPHX1",0,3.49476949366188,0.465,0.049,0,"1","EPHX1"
"TSPAN1",0,7.05778757668427,0.42,0.004,0,"1","TSPAN1"
"PHGDH",0,3.37032862467377,0.471,0.055,0,"1","PHGDH"
"SERPINB13",0,7.72640487202494,0.42,0.004,0,"1","SERPINB13"
"CCNQ",0,1.684945865574,0.502,0.087,0,"1","CCNQ"
"SPRR1B",0,7.18055551765919,0.431,0.016,0,"1","SPRR1B"
"CA9",0,4.17350158409495,0.437,0.022,0,"1","CA9"
"TOMM34",0,2.33325519916654,0.474,0.059,0,"1","TOMM34"
"FNBP1L",0,2.34441909123758,0.474,0.06,0,"1","FNBP1L"
"PTRHD1",0,1.5852839177284,0.5,0.087,0,"1","PTRHD1"
"AVPI1",0,2.0440354045411,0.49,0.077,0,"1","AVPI1"
"FAM110A",0,2.0212556954887,0.469,0.056,0,"1","FAM110A"
"SSR3",0,1.51011790456456,0.908,0.496,0,"1","SSR3"
"NDFIP2",0,1.52793440235665,0.494,0.082,0,"1","NDFIP2"
"SAMD4A",0,3.11391260278007,0.457,0.047,0,"1","SAMD4A"
"P4HB",0,1.68559503593022,0.897,0.487,0,"1","P4HB"
"ACTL6A",0,1.94122291912391,0.488,0.078,0,"1","ACTL6A"
"DYRK4",0,2.12726062439028,0.491,0.082,0,"1","DYRK4"
"SNRPB",0,1.79699528771668,0.894,0.486,0,"1","SNRPB"
"GRB10",0,3.43554764391436,0.441,0.034,0,"1","GRB10"
"GSS",0,1.87737336537936,0.479,0.072,0,"1","GSS"
"USP39",0,1.85583732509506,0.467,0.061,0,"1","USP39"
"FKBP9",0,3.76363421292724,0.474,0.068,0,"1","FKBP9"
"IFT43",0,1.93278569731113,0.483,0.077,0,"1","IFT43"
"WDR72",0,7.0998361017293,0.409,0.003,0,"1","WDR72"
"DNAJA4",0,1.78526141833834,0.483,0.077,0,"1","DNAJA4"
"AL117329.1",0,6.8570516540466,0.409,0.004,0,"1","AL117329.1"
"PDIA3",0,2.14737933412299,0.894,0.491,0,"1","PDIA3"
"HSBP1L1",0,1.98261856581903,0.485,0.082,0,"1","HSBP1L1"
"SERPINB4",0,6.88409971221132,0.41,0.008,0,"1","SERPINB4"
"PSMD10",0,2.06344938300418,0.463,0.062,0,"1","PSMD10"
"PROSER2",0,5.17296297352492,0.41,0.01,0,"1","PROSER2"
"VPS25",0,2.00890066691948,0.488,0.089,0,"1","VPS25"
"RBFOX2",0,2.43927464184713,0.467,0.068,0,"1","RBFOX2"
"MRPL37",0,2.03865975186283,0.469,0.07,0,"1","MRPL37"
"DAPL1",0,5.0660510885596,0.411,0.013,0,"1","DAPL1"
"C3orf52",0,3.41490520643882,0.438,0.041,0,"1","C3orf52"
"RHOV",0,6.18751976687768,0.404,0.008,0,"1","RHOV"
"FAM162A",0,1.93066957102298,0.893,0.498,0,"1","FAM162A"
"SH3BP1",0,1.65964291105603,0.462,0.068,0,"1","SH3BP1"
"ASS1",0,4.43997143414637,0.412,0.019,0,"1","ASS1"
"CCDC58",0,2.07664174454201,0.447,0.055,0,"1","CCDC58"
"GSTP1",0,2.51538785077782,0.959,0.567,0,"1","GSTP1"
"TGFA",0,3.77415590995192,0.412,0.02,0,"1","TGFA"
"C6orf132",0,5.37138518441208,0.401,0.01,0,"1","C6orf132"
"RNF141",0,1.93647982317085,0.456,0.065,0,"1","RNF141"
"SDCBP2",0,3.60285135582319,0.442,0.051,0,"1","SDCBP2"
"ALDH1A3",0,4.60911885069401,0.414,0.023,0,"1","ALDH1A3"
"SERPINE2",0,2.82661812261287,0.45,0.06,0,"1","SERPINE2"
"MTX2",0,1.99054347395993,0.455,0.066,0,"1","MTX2"
"GRHL1",0,5.13385692635692,0.396,0.008,0,"1","GRHL1"
"IL1RAP",0,2.04780752516803,0.438,0.05,0,"1","IL1RAP"
"IRX2",0,5.05257170099005,0.399,0.011,0,"1","IRX2"
"DMKN",0,3.68067007531082,0.41,0.022,0,"1","DMKN"
"KRT10",0,1.95185593859144,0.913,0.526,0,"1","KRT10"
"BAIAP2",0,2.6983265055613,0.429,0.042,0,"1","BAIAP2"
"RAB3IP",0,1.34762479532901,0.453,0.067,0,"1","RAB3IP"
"KRTCAP3",0,4.58291416388284,0.393,0.008,0,"1","KRTCAP3"
"JPT2",0,2.20503202700716,0.433,0.048,0,"1","JPT2"
"EIF5A",0,1.62900491025671,0.91,0.525,0,"1","EIF5A"
"KRT23",0,7.35645959085436,0.391,0.006,0,"1","KRT23"
"WNT7B",0,4.75437456735176,0.399,0.015,0,"1","WNT7B"
"SLC25A5",0,1.90273647425017,0.912,0.529,0,"1","SLC25A5"
"GCSH",0,2.15431367128711,0.454,0.072,0,"1","GCSH"
"LINC00511",0,3.23482839067129,0.419,0.037,0,"1","LINC00511"
"DBP",0,2.08081602070013,0.447,0.065,0,"1","DBP"
"NQO1",0,3.57753586282058,0.404,0.023,0,"1","NQO1"
"TCTEX1D2",0,3.01590667841555,0.407,0.026,0,"1","TCTEX1D2"
"RPL39L",0,2.65404593121051,0.431,0.052,0,"1","RPL39L"
"PPL",0,4.56090479229927,0.389,0.01,0,"1","PPL"
"S100A8",0,4.19094645190255,0.441,0.063,0,"1","S100A8"
"RGS12",0,3.0208504288958,0.412,0.035,0,"1","RGS12"
"AKR1C1",0,3.17989908260657,0.412,0.035,0,"1","AKR1C1"
"C16orf74",0,3.17425186332281,0.415,0.038,0,"1","C16orf74"
"PLS1",0,5.09936924623015,0.383,0.007,0,"1","PLS1"
"NAB2",0,2.09901384294835,0.439,0.063,0,"1","NAB2"
"SPINT1-AS1",0,4.49110260916367,0.386,0.011,0,"1","SPINT1-AS1"
"LCN2",0,6.89323109687454,0.382,0.008,0,"1","LCN2"
"MAP7",0,4.65081603513347,0.383,0.01,0,"1","MAP7"
"ARHGAP29",0,2.33122470010547,0.417,0.045,0,"1","ARHGAP29"
"YIF1B",0,2.02981208559316,0.437,0.065,0,"1","YIF1B"
"ARL13B",0,1.83118522134651,0.43,0.062,0,"1","ARL13B"
"GALE",0,2.31743200711256,0.415,0.049,0,"1","GALE"
"STAP2",0,3.95625129881314,0.382,0.016,0,"1","STAP2"
"FAM83H",0,5.74906637515336,0.369,0.004,0,"1","FAM83H"
"S100A11",0,2.57435791476018,0.984,0.62,0,"1","S100A11"
"RUVBL1",0,3.01710814474585,0.399,0.035,0,"1","RUVBL1"
"ABCA13",0,6.02389756950985,0.368,0.004,0,"1","ABCA13"
"SOX9",0,3.91055549825911,0.391,0.027,0,"1","SOX9"
"GPRC5C",0,3.38209550720737,0.383,0.02,0,"1","GPRC5C"
"CHL1",0,5.45318671833213,0.369,0.007,0,"1","CHL1"
"APOL1",0,2.68998514155581,0.409,0.047,0,"1","APOL1"
"FZD6",0,2.59955459186952,0.41,0.049,0,"1","FZD6"
"KIF16B",0,3.07885814536699,0.39,0.029,0,"1","KIF16B"
"LY6D",0,7.7328376587399,0.367,0.007,0,"1","LY6D"
"TTC9",0,3.27751019799237,0.385,0.026,0,"1","TTC9"
"OVOL1",0,5.24281948152505,0.365,0.007,0,"1","OVOL1"
"TUBG1",0,2.11334576842398,0.409,0.051,0,"1","TUBG1"
"ASAP2",0,3.93230496891162,0.377,0.02,0,"1","ASAP2"
"EGFR",0,3.92303960667254,0.38,0.023,0,"1","EGFR"
"FBXO2",0,2.19159817222308,0.395,0.039,0,"1","FBXO2"
"SF3B6",0,1.59308106756254,0.9,0.544,0,"1","SF3B6"
"ERLIN2",0,2.85278442334937,0.396,0.041,0,"1","ERLIN2"
"VDAC2",0,1.57219948412165,0.909,0.554,0,"1","VDAC2"
"ZNF703",0,2.54335101299318,0.399,0.046,0,"1","ZNF703"
"TJP2",0,2.44307600044533,0.393,0.04,0,"1","TJP2"
"SCNN1B",0,4.16187779447108,0.374,0.021,0,"1","SCNN1B"
"IFT52",0,2.06809237658976,0.4,0.048,0,"1","IFT52"
"TMEM99",0,2.66913639457331,0.384,0.032,0,"1","TMEM99"
"EDN1",0,3.25182956759181,0.364,0.014,0,"1","EDN1"
"MDFI",0,3.76519190265035,0.374,0.024,0,"1","MDFI"
"TMPRSS11D",0,6.58443920089214,0.352,0.003,0,"1","TMPRSS11D"
"BMP7",0,4.30867013123765,0.361,0.013,0,"1","BMP7"
"CEP70",0,2.25496139816502,0.388,0.041,0,"1","CEP70"
"ARFGEF3",0,5.15576891175575,0.354,0.008,0,"1","ARFGEF3"
"DNAH11",0,4.8844777700267,0.353,0.007,0,"1","DNAH11"
"MISP",0,7.27570596775114,0.348,0.002,0,"1","MISP"
"PYCR1",0,2.78140086961382,0.388,0.043,0,"1","PYCR1"
"PNCK",0,5.55491467338609,0.35,0.005,0,"1","PNCK"
"KCNMB2-AS1",0,5.62023347552477,0.348,0.004,0,"1","KCNMB2-AS1"
"CXCL17",0,6.80772499665288,0.347,0.004,0,"1","CXCL17"
"SORD",0,2.47169963773559,0.388,0.046,0,"1","SORD"
"HSP90B1",0,2.22252914803616,0.928,0.587,0,"1","HSP90B1"
"ATP8B1",0,3.59371818986867,0.361,0.021,0,"1","ATP8B1"
"CEACAM5",0,6.52033110450954,0.347,0.007,0,"1","CEACAM5"
"SRD5A3",0,3.13087688963402,0.381,0.042,0,"1","SRD5A3"
"ASH2L",0,1.98815138047057,0.385,0.046,0,"1","ASH2L"
"AHDC1",0,2.20263340022551,0.381,0.043,0,"1","AHDC1"
"NDRG2",0,3.68728351115042,0.362,0.024,0,"1","NDRG2"
"SEZ6L2",0,3.21372087200816,0.366,0.028,0,"1","SEZ6L2"
"ACOT7",0,1.8366662458316,0.374,0.037,0,"1","ACOT7"
"LAMA3",0,6.14712498525255,0.339,0.004,0,"1","LAMA3"
"EXOSC5",0,2.17668097918916,0.379,0.044,0,"1","EXOSC5"
"GABRE",0,4.32623143643998,0.351,0.016,0,"1","GABRE"
"RAC1",0,1.70105550251217,0.923,0.589,0,"1","RAC1"
"PAX9",0,6.16591740466492,0.337,0.003,0,"1","PAX9"
"TNS4",0,6.83029453168355,0.335,0.001,0,"1","TNS4"
"PEMT",0,2.75123092253411,0.365,0.031,0,"1","PEMT"
"DHCR24",0,4.94580949322423,0.341,0.008,0,"1","DHCR24"
"AAGAB",0,1.69681964247679,0.375,0.042,0,"1","AAGAB"
"MTA3",0,2.13999569917538,0.369,0.037,0,"1","MTA3"
"IFT22",0,2.3234376242712,0.375,0.043,0,"1","IFT22"
"IDO1",0,2.99756216407535,0.352,0.02,0,"1","IDO1"
"CRYBG2",0,5.80898339802929,0.334,0.003,0,"1","CRYBG2"
"SIX4",0,4.09416289187394,0.348,0.017,0,"1","SIX4"
"UPK1B",0,7.06351171449307,0.337,0.007,0,"1","UPK1B"
"LINC02562",0,5.23093071060232,0.331,0.004,0,"1","LINC02562"
"PATJ",0,2.3158881515409,0.354,0.027,0,"1","PATJ"
"LCLAT1",0,2.26837950206844,0.359,0.032,0,"1","LCLAT1"
"FGF11",0,3.12405677056688,0.347,0.02,0,"1","FGF11"
"FOXA1",0,5.42458069311587,0.33,0.005,0,"1","FOXA1"
"PTGFRN",0,2.75447572417975,0.36,0.035,0,"1","PTGFRN"
"LRP11",0,3.37906292234105,0.348,0.023,0,"1","LRP11"
"BOP1",0,3.1967229445191,0.352,0.027,0,"1","BOP1"
"PACSIN3",0,3.14892241003801,0.352,0.027,0,"1","PACSIN3"
"TSPAN15",0,3.80793220233791,0.337,0.013,0,"1","TSPAN15"
"PTPRH",0,6.03336435198266,0.328,0.004,0,"1","PTPRH"
"DNAH14",0,4.1424334847374,0.334,0.011,0,"1","DNAH14"
"PLXNA1",0,2.71038395188764,0.36,0.037,0,"1","PLXNA1"
"CSN1S1",0,7.29995271194767,0.331,0.01,0,"1","CSN1S1"
"LINC00958",0,6.03178014639716,0.324,0.003,0,"1","LINC00958"
"ITPKC",0,3.27793622970424,0.346,0.025,0,"1","ITPKC"
"SPRR2A",0,7.08929407384383,0.334,0.017,0,"1","SPRR2A"
"PLEKHG3",0,3.40352831373004,0.336,0.019,0,"1","PLEKHG3"
"KCNG1",0,4.10114683518096,0.332,0.015,0,"1","KCNG1"
"STK39",0,2.10190727311864,0.347,0.031,0,"1","STK39"
"SH3RF1",0,2.7032841365473,0.348,0.032,0,"1","SH3RF1"
"PPIB",0,1.69608120878637,0.936,0.621,0,"1","PPIB"
"SGPP2",0,2.16839880185795,0.34,0.025,0,"1","SGPP2"
"SHOX2",0,3.93362040485145,0.331,0.016,0,"1","SHOX2"
"FGFBP1",0,7.58393330325833,0.317,0.002,0,"1","FGFBP1"
"TNFRSF21",0,2.86163083202777,0.345,0.03,0,"1","TNFRSF21"
"GJB5",0,7.46727044648139,0.315,0.001,0,"1","GJB5"
"MACC1",0,3.13822754215387,0.337,0.023,0,"1","MACC1"
"OCLN",0,4.77956415658608,0.318,0.005,0,"1","OCLN"
"RAET1L",0,6.28356143299794,0.315,0.002,0,"1","RAET1L"
"KRT6B",0,6.61132511504882,0.318,0.006,0,"1","KRT6B"
"SULT2B1",0,6.99096767547728,0.315,0.003,0,"1","SULT2B1"
"CHCHD6",0,3.02102457595607,0.342,0.031,0,"1","CHCHD6"
"C5orf38",0,5.06296138049061,0.318,0.007,0,"1","C5orf38"
"ZNF185",0,6.34175419079849,0.313,0.004,0,"1","ZNF185"
"ACYP2",0,2.4105316388756,0.336,0.029,0,"1","ACYP2"
"AC006333.2",0,2.47129505280224,0.334,0.027,0,"1","AC006333.2"
"ARHGEF5",0,3.37008956402284,0.322,0.015,0,"1","ARHGEF5"
"RDH13",0,2.77339907953287,0.334,0.027,0,"1","RDH13"
"CELSR1",0,4.22752060662305,0.318,0.011,0,"1","CELSR1"
"PRDX1",0,1.54992887365963,0.927,0.621,0,"1","PRDX1"
"ARHGAP23",0,3.26507608976542,0.329,0.023,0,"1","ARHGAP23"
"MYO5B",0,5.05564398488529,0.313,0.007,0,"1","MYO5B"
"TCF7L1",0,3.44450061486445,0.331,0.026,0,"1","TCF7L1"
"CDH6",0,5.29035098746958,0.313,0.008,0,"1","CDH6"
"RIMKLA",0,4.5440419357288,0.316,0.012,0,"1","RIMKLA"
"C12orf56",0,6.8736531950655,0.306,0.002,0,"1","C12orf56"
"SGMS2",0,3.39663365292186,0.323,0.022,0,"1","SGMS2"
"MAP3K9",0,3.02092115265738,0.318,0.017,0,"1","MAP3K9"
"SUSD4",0,7.12786986456119,0.299,0.002,0,"1","SUSD4"
"HAS3",0,6.05047724739988,0.301,0.004,0,"1","HAS3"
"EFNA3",0,3.31316179240713,0.314,0.018,0,"1","EFNA3"
"LRATD2",0,2.63566948043505,0.313,0.017,0,"1","LRATD2"
"MYH14",0,5.85792114483949,0.299,0.003,0,"1","MYH14"
"EPHB3",0,3.602846312769,0.315,0.021,0,"1","EPHB3"
